"name","review","type","adr"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","Из всех сахароснижающих препаратов является самым безопасным по отношению к побочным эффектам. Я уже долгое время хожу к соседке, страдающей сахарным диабетом. Помогаю ей по хозяйству, старенькая она очень. Она на протяжении уже нескольких лет принимает диабетон. Раньше у неё постоянно сахар ""прыгал"", часто приходилось вызывать скорую. Она говорила, что забывала принимать регулярно лекарство. Потом ей врач назначил этот же диабетон, только в микронизированной форме. Очень удобно для пожилых, которые всё забывают, так как диабетон в микронизированной форме принимается один раз в день. Сейчас скорую она не вызывает, и сахар держится на одном оптимальном уровне.","диабетон","0"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","У бабушки целый букет болезней, и год назад ей поставили еще ""до кучи"" и сахарный диабет. Бабушка после этого плакала, потому что наслышана историй, как при сахарном диабете ампутируют ноги, как люди становятся инсулинозависимыми.Но на ранней стадии инсулин еще не нужен, а достаточно раз в день принимать таблетку Диабетон. У бабушки диабет 2-ого типа. А вот если она не будет принимать эти таблетки, то будет 1-ого типа, и тогда уже потребуется инсулин. А Диабетон снижает и поддерживает уровень сахара в крови, и это действительно так. За 8 месяцев бабушка уже свыклась с его применением, и это лучше, чем колоть уколы. Употребление сладкого бабушка тоже ограничила, но совсем не отказалась. В общем, с Диабетоном она диету соблюдает, но не крайне жесткую. Жаль только, что препарат прописан пожизненно или до тех пор, пока не перестанет действовать.","диабетон","0"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","К сожалению, чем старше возраст, тем больше проблем со здоровьем. Вот и моей маме поставили диагноз - диабет. Нехорошее заболевание мягко говоря, тем более, если не лечить (скорее не контролировать), то последствия очень плохие.На днях выяснилось, что таблетки закончились и сахар сразу подскочил до 13, ещё и праздники - про диету не надолго забыли... Бегом в аптеку. Вот она заветная коробочка. В коробочке имеются два блистера по 15 таблеток.Коробочки хватает на месяц. Инструкция, как всегда очень обширная. Много противопоказаний, поэтому очень осторожно! Детям НЕЛЬЗЯ!Последние два года мама регулярно принимает Диабетон по одной таблетке в день. Уровень сахара в пределах нормы постоянно. Побочных явлений не заметила, мама не жалуется. Главное самочувствие и настроение хорошее. Это намного лучше, чем делать уколы инсулина.И как всегда в нашей стране цены подорожали снова. Сейчас одна коробочка стоит 318 рублей. Дороговато конечно получается для пенсионера, ведь к этому нужно ещё и другие лекарства покупать ежемесячно. Так, что берегите здоровье смолоду. Правильно питайтесь, не забывайте про физические нагрузки, прогулки на свежем воздухе. Не запускайте свои ""болячки"". Берегите себя! Всем здоровья, прекрасного настроения и удачи во всех делах!","диабетон","0"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","В кругу моих знакомых и соседей встречались диабетики, я с детства знала, что есть такое страшное заболевание, но и подумать не могла, что оно настигнет моего кота. Эти таблетки назначил ветеринар после комплексного обследования как альтернативу уколам инсулина...Началось все так незаметно, наш котик начал меньше бегать, лежать возле миски с водой и безмерно пить, при этом он начал пакостить по маленькому не в горшок... Мне казалось это странным, я знала, что признак жажды не есть хорошим, но как-то не допускала такой мысли. Было понятно, что делает пакости воспитанный 11-летний кот не с проста, а пытаясь обратить на себя внимание. Если человек может проверять уровень глюкозы дома, кота нужно носить в ветлечебницу с определенной периодичностью, ведь если слишком понизить уровень сахара, может наступить кома.В среднем кот в сутки пьет четвертинку таблетки Диабетона на фоне питания диабетическим кормом для котов Canin.Симптомы заболевания у него как и у нас: он очень похудел, он плохо видит (катаракта), у него болят суставы и отнимаются задние конечности.Результат его анализа 23 единицы, я поняла, что это очень много, у человека может наступить кома, а что говорить о коте. Необходимое питание сложно ему обеспечить, ведь кот не понимает, что нужно есть то, не вкусное, что ему дают, поэтому таблетки сильно снизить не могут, но по крайней мере не дают повышаться глюкозе.На фоне приема таблеток кот стал немного веселее, хотя зрение ухудшается и слабость лапок никуда не исчезла, но он практически перестал сильно пакостить и уже не лежит буквально носом в миске с водой.Принимать ему эти таблетки пожизненно, они не дешевые, но инсулин еще дороже, к тому же для кота его достать думаю не реально, ведь для людей это всегда было дефицитом!Плюсы:- помогает снизить уровень сахара, а если он зашкаливает, то не дает подняться еще выше;- побочные эффекты не проявлялись.Минусы:- дорогой препарат","диабетон","0"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","Уже 5 лет мне поставлен диагноз сахарный диабет 2-го типа, случайно обнаруженный при очередной диспансеризации. Благо, не запущенный. Врач-эндокринолог грамотно подобрала мне это лекарство после всевозможных исследований анализов крови.В бело-оранжевой коробочке находится 30 таблеток белого цвета в закрытых блистерах и подробнейшей инструкцией.Лекарство принимаю по пол таблетки утром во время еды, так что мне данной упаковки хватает на 2 месяца. Таблетку легко разделить на 2 половинки, есть надрез. Выдают диабетон мне бесплатно. Побочных эффектов у себя не наблюдаю за все время приема таблеток, хотя список их у данного лекарства имеется. А вот показатель уровня крови не растет выше нормы, и не падает ниже нормы. То есть свою работу диабетон делает качественно. Самочувствие при этом хорошее.Конечно, самолечением не рекомендую заниматься. Обязательно консультируйтесь с врачом.","диабетон","0"
"Лекарственный препарат Сердикс ""Диабетон"" МВ","Сахарный диабет самое распространённое заболевание у людей, и причины возникновения сахарного диабета бывают разные, относятся к двум категориям - 1 и 2 типа.Но сахарный диабет который лечится лекарственными препаратами, относится к второму типу.Поэтому лекарственный препарат ""Диабетон"", предназначен именно для лечения повышенного сахара в крови второго типа.Проблема повышенного сахара в крови, не обошёл стороной и мою - маму.По назначению врача, назначается препарат ""Диабетон МВ 60 мг "", который действительно помогает нормализовать сахар в крови, даже приостановить развития заболевания - не допуская таким образом повышение сахара.Данный препарат назначается сроком на один месяц, если наблюдаются точные эффективные результаты, препарат назначают постоянно.Диабетон МВ 60 мг, показан к применению:**сахарный диабет 2 типа при недостаточности диетотерапии, физических нагрузок и снижения массы тела.**Профилактика осложнения сахарного диабета: снижение риска микрососудистых (нефропатия, ретинопатия) и макрососудистых осложнений( инфаркт миокарда, инсульт).Есть конечно противопоказания, это диабет 1 типа.Другие какие либо побочные действия отсутствуют, но временами возможна гипогликемия, поэтому данный препарат стоит принимать строго по назначению врача.Если у Вас повышен сахар в крови, то лекарственный препарат ""Диабетон МВ 60 мг "", будет кстати по 1/2 таблетки утром, во время еды.Данный препарат можно приобрести в аптечных пунктах, по 30 таблеток в одной упаковке.","диабетон","0"
"Препарат ""Диабетон МВ"" используется в различных дозировках 30 или 60 мг. Это таблетки модифицированного высвобождения. Препарат имеет очень эффективный и ровный профиль действия. Не отмечается побочных эффектов, действие препарата начинается через довольно быстрое время. Хорошо зарекомендовал себя для лечения диабета.","Препарат ""Диабетон МВ"" используется в различных дозировках 30 или 60 мг. Это таблетки модифицированного высвобождения. Препарат имеет очень эффективный и ровный профиль действия. Не отмечается побочных эффектов, действие препарата начинается через довольно быстрое время. Хорошо зарекомендовал себя для лечения диабета.","диабетон","0"
" Прописали ""Диабетон"" дозировку 60 мг в день, не очень хорошо снижал. Утром был сахар 10-13. Затем врач увеличил дозировку до 90 мг (1,5 таб). Теперь утром, когда сахар меряю, было даже 6. Должна сказать, что ещё очень многое зависит от того, строго ли придерживаюсь диеты. Как раз-таки 6 было, когда никаких нарушений в питании не было. Конечно, плюс небольшая физическая активность."," Прописали ""Диабетон"" дозировку 60 мг в день, не очень хорошо снижал. Утром был сахар 10-13. Затем врач увеличил дозировку до 90 мг (1,5 таб). Теперь утром, когда сахар меряю, было даже 6. Должна сказать, что ещё очень многое зависит от того, строго ли придерживаюсь диеты. Как раз-таки 6 было, когда никаких нарушений в питании не было. Конечно, плюс небольшая физическая активность.","диабетон","0"
" Принимаю уже год, хорошее действие, эффект заметен и скор. Побочные эффекты никак не проявляются. Отличное средство."," Принимаю уже год, хорошее действие, эффект заметен и скор. Побочные эффекты никак не проявляются. Отличное средство.","диабетон","0"
"
          Лекарственный препарат ООО ""Сердикс"" Диабетон МВ - отзыв        "," Здравствуйте! Хотелось бы написать о препарате для лечения диабета Диабетон. У моего мужа диабет 2 типа ( инсулиноНЕзависимый ), поэтому ежедневный приём лекарств - это необходимость. По утрам натощак он принимает таблетку Диабетон, а три раза в день после еды пьёт Глюкофаж.В пачке 30 или 60 таблеток, пачка из 30 штук стоит около 300 рублей. Вот показания к применению : Вот противопоказания : А это способ применения и дозы : Диабетон ( как и Глюкофаж ) показан для лечения сахарного диабета только 2 типа, причём принимать его надо постоянно. Как-то муж сделал перерыв в приёме, несколько дней сахар был в норме, а потом резкий скачок! Хотя ограничивает себя в сладком. Больше не экспериментирует так...Так что Диабетон рекомендую к применению, но только по назначению врача и под его контролем! Ведь кому-то и половины таблетки будет достаточно, а кому-то и двух еле хватит. Смотря какой вес у человека и уровень сахара, бывает на грани с нормой, а бывает и зашкаливает до предела... Но если правильно подобрать дозу и принимать лекарства регулярно, то сахар будет держаться в норме!Желаю всем здоровья!А если отзыв оказался полезен для Вас, буду очень рада!Если кому-то интересно, то вот отзыв на Глюкофаж. А вот этим прибором измеряем сахар в крови, плюс инструкция и фото : Акку-Чек Актив.","диабетон","0"
"Препарат Акрихин ""Глидиаб МВ""","Этот препарат действительно действует как нужно. Он снижает сахар крови, действует также, как и диабетон. Но очень многие пациенты с настороженностью воспринимают его. Дело в том, что пожилым людям, у которых недавно появился диабет, чаще всего назначают диабетон, который проверен временем. Этот препарат чаще назначают тогда, когда нет диабетона по льготе. Некоторые пациенты отмечают, что сахар крови повышается на фоне его приёма. Глидиаб-это препарат такой же группы, что и диабетон, но стоит гораздо дешевле. Может пациенты и обманывают по поводу глидиаба, чтобы получить более дорогой препарат, но этого мы, увы, никогда не сможем узнать.","глидиаб","0"
"Препарат Акрихин ""Глидиаб МВ""","Глидиаб МВ помогает мне контролировать уровень глюкозы в крови. Три года назад мой организм взбунтовался на один из лекарственных препаратов назначенных мне. Показатели уровня глюкозы резко поднялись. Меня тогда это очень сильно напугало, ведь сидеть на инсулине пожизненно мне довольно молодой совсем не хотелось. Эндокринолог прописал мне строгую безглютеновую диету и назначил препарат глидиаб МВ. Купив нужный препарат и глюкометр, я стала строго следить за своим питанием. Глидиаб МВ я принимала два раза за сутки утором и вечером по одной таблетке за прием. И естественно строго соблюдала прописанный режим питания.Постепенно уровень глюкозы снизился, до нормы и я перешла на одну таблетку в день. А уже через полгода отказалась и от этих таблеток. Естественно я постоянно контролирую свои показатели с помощью домашнего глюкометра и пока вот уже шесть месяцев они держатся в норме.Но сейчас препарат глидиаб МВ и глюкометр всегда лежат в моей аптечке и постоянно при мне. Я очень рада, что этот факт очень быстро выявили и доктор правильно назначил мое лечение. За это я ему очень благодарна и очень сильно надеюсь, что таблетки мне больше не понадобятся. ","глидиаб","0"
"Препарат Акрихин ""Глидиаб МВ""","В 2014 году мне поставили диагноз: ""Сахарный диабет 2 типа"". Один из препаратов для перорального применения, которые мне приписал лечащий врач, был Глидиаб МВ. Это гипогликемическое (сахара понижающее) средство, выпускаемое в таблетированной форме. Эти таблетки, после приема внутрь, стимулируют секрецию инсулина поджелудочной железой, повышают инсулиносекреторное действие глюкозы и чувствительность тканей организма к инсулину. Так же этот препарат оказывает благоприятное воздействие на углеводный обмен и микроциркуляцию крови в сосудах организма. Этот препарат понижает концентрацию общего холестерина в крови и способствует снижению массы тела у тучных пациентов. В общем, я доволен этим препаратом. Он мне помогает бороться с ""сахарным недугом"" и не чувствовать при этом неудобств.","глидиаб","0"
"Препарат Акрихин ""Глидиаб МВ""","Доброго времени суток друзья и гости моего отзыва.Рада всем, кто заглянул в мой отзыв.Хочу поделиться отзывом о препарате при сахарном диабете ""Глидиаб"".Из-за неправильного назначения у меня начал подниматься уровень сахара в крови.Мне поставили диагноз сахарный диабет 2 -го типа, и первый препарат был Глидиаб.Глидиаб МВ помогает контролировать уровень сахара в крови.Этот препарат действует как надо также, как и препарат Диабетон.Но очень многие принимают с осторожностью.Пожилым людям, у которых не давно поставили диагноз диабет назначают диабетон, если этого препарата нет по льготе заменяют Глидиабом.Таблетки белого цвета по 30 мг в коробке 60 штук.","глидиаб","0"
"Препарат Акрихин ""Глидиаб МВ""","Добрый день, читатели моего Отзыва!Препарат Акрихин ""Глидиаб МВ""гипогликемическим препаратом, производным сульфонилмочевины второго покаления.Мне назначили его вместе с Глюфокаж 1000.Пью его только по утрам. Хороший препарат понижает сахар в крови.Таблетки маленькие, никаких неприятных ощущений не вызывают.Коме влияния на углеводный обмен препарат снижает риск трамбозов.Препарат, не дорогой. Есть конечно более эффективные препараты нового поколения, но цена у них раз в десять выше.Сахарный диабет второго типа -это не приговор. Старайтесь соблюдать диету, больше двигаться, регулярно пить таблетки и чувствовать себя здоровым и счастливым.","глидиаб","0"
"Препарат Акрихин ""Глидиаб МВ""","С 2016 года начала принимать гипогликемическое средство Глидиаб МВ 30 мг-производитель ""Акрихин""- от сахарного диабета 2 типа. Так как я страдаю этим заболеванием, так и отзывы у меня о лекарствах. Как говорят- у кого что болит, тот о том и говорит. Хочу поделиться своими ощущениями и самочувствием- это лекарство как дополнение к метформину, или формитину, я принимаю комбинированно -в обед таблетка глидиаба, а вечером таблетка метформина, доза зависит от сахара в крови и получается не плохой результат, сахар в крови держится на уровне 4,7-5,5-конечно соблюдаю диету, но не строгую, могу позволить себе и мармелад, и зефир или пастилу -одну штучку, а вообще вечером один-два кусочка черного шоколада с горячей водой. Фигура не пострадает. Цена средства не большая 150-160 рублей за упаковку, да и производитель отечественный. Здоровья Вам!","глидиаб","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","В октябре 2016года пошел планово к терапевту, за одно и анализы сдал. В итоге обнаружили сахар в крови. Направили к эндокринологу на обследование. Повторно сдал анализы и врач выписал на пару месяцев препарат ""Галвус Мет"". По рекомендации эндокринолога начал пить эти таблетки по утрам. На первой недели стало как то не хорошо, ощущал дискомфорт, но продолжал пить. Сильно похудел (за два месяца на 11кг) - как объяснил врач, это в результате приема данного препарата. Сахар конечно же снизился. На данный момент пока прекратил пить ""Галвус Мет"". Сахар в принципе держится на уровне 5,2-5,8. Т. е. препарат очень хорош, но очень дорогой. На сколько знаю, то он включен в список бесплатных при сахарном диабете. Данное лекарственное средство рекомендую, но обязательно под наблюдением врача.","галвус","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","К сожалению, адекватную консультацию врача не всегда можно получить, поэтому люди пишут о различных медикаментах, сравнивают ощущения и делятся проблемами. Диабет второго типа очень плохо диагностируется, есть даже мнение, что в государственных поликлиниках данные специально занижаются, чтобы не давать инвалидность, не платить пособие. У диабета второго типа очень много неявных симптомов, о них можно прочитать в интернете, а мне хотелось бы рассказать о препарате Галвус. Его цена достаточно дорога - я купила его в одной из дешевых аптек Озерки за 700 рублей, в других же местах он может стоить до полутора тысяч. Отличительная его черта в том, что он действительно помогает, в отличие от более дешевых аналогов. Я принимаю его уже не в первый раз, и и пока не нашла ничего лучше. Не забывайте о строгой диете и не очень увлекайтесь физическими упражнениями - есть люди, у которых после физической нагрузки повышается сахар в крови. Самое главное для меня, что с приемом таблеток у меня появляется больше сил, я могу что-то делать и не чувствовать себя ограниченным человеком. Многие мои знакомые, которые его принимают, так и не перешли на инсулин, а это очень здорово. Будьте здоровы! ","галвус","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","Болею диабетом уже почти тридцать лет. Диабет первого типа, инсулинозависимый. Схема интенсивная, как следствие бывают и гипогликимии. Состояние пренеприятнейшие - это любой диабетик знает.С самого начала болезни такскал с собой рефенад в небольшой коробочке. Очень не удобно, потому что не всегда с собой была сумка или дипломат. А уж летом, когда и одежды то с карманами почти нет, это становилось проблемой.Узнал о препаратах, которые в кратчайшие сроки купируют гипогликимию и сохраняют сахара в допустимых пределах. Стал разбираться и искать.Вот и встретился с препаратом Новартис. Удобная упаковка и быстрое действие. Теперь в случае гипо, использую его. Быстро и удобно. И без последствий.","галвус","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","Препарат Галвус 50 мг применяют для лечения больных сахарным диабетом 2 типа. Основное действующее вещество - вилдаглиптин. Выпускается компанией NOVARTIS PHARMA . При дозировке по 50 мг утром и 50 мг вечером хорошо контролирует уровень сахара в крови. Причем принимают Галвус независимо от еды. Для меня это большой плюс, т. к. высчитывать минуты от момента приема таблетки до еды утомительно. А когда много дел легко забыть. Галвус 50 мг не имеет особенных противопоказаний для приема совместно с другими лекарствами, что тоже огромный плюс. Разве что его нельзя принимать с антацидами ( нужно делать перерыв в 1 час), но это зависит не от Галвуса, а от действия антацидов.Таблетки имеют календарную упаковку, на обороте написаны дни недели. Но это удобно только для тех, кто принимает один раз в день дозировку 50 мг. Или необходимо утром пить из одного блистера, а вечером из другого.Галвус можно использовать как моно препарат, а можно в сочетании с метформином, инсулином. Выпускают такие специальные лекарственные комбинации. Но это решение должен принимать только врач. Моей маме, к примеру, комбинация Галвуса с метформином не только не подошла, по и привела к образованию очередной язвы желудка. Просто Галвус переносится лучше, но реакция у всех индивидуальная.Галвус Мет способствует похудению, что важно для больных диабетом. Просто Галвус 50 мг к снижению веса не приводит, но менее агрессивно действует на желудок. При этом хорошо справляется со своем главной функцией - контроль уровня сахара в крови.Существует список противопоказаний, основные ограничения для больных с почечными и печеночными проблемами.Не назначают для лечения сахарного диабета 1 типа, и нет данных для детей до 18 лет.","галвус","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","Решила поделиться впечатлениями на очень серьезную и больную для многих тему - это САХАРНЫЙ ДИАБЕТ, который я успешно купирую препаратом Галвус Мет вот уже на протяжении трех лет.Сначала о самом препарате.Галвус - комбиниpованный пероральный гипогликемический препарат. В состав препарата Галвус Мет входят два гипогликемических cpедства с разными механизмами действия: вилдаглиптин, относящийся к классу ингибитоhов дипептидилпептидазы-4, и метфоpмин (в форме гидрохлорида), представитель класса бигуанидов. Комбинация этих компонентов позволяет более эффективно контpолировать уровень глюкозы крови у пациентов c cахарным диабетом 2 типа в течение 24 ч.Существуют такие дозировки этого препарта:Галвус Мет 50+500Галвус Мет 50+850Галвус Мет 50+1000.Цена в моем городе колеблется от 1400 руб., до 1650 руб. Чем выше дозировка, тем ниже цена.Я употребляю вот этот:Показания к применению этого препарата следующие:Сахаpный диабет 2 типа (в сочетании с диетотеpапией и физическими упражнениями):— пpи неэффективности монотерапии вилдаглиптином или метфоpмином;— у людей, pанее получавших комбинированную терапию вилдаглиптином и метформином в виде монопрепаратов;— в комбинации с пpоизводными сульфонилмочевины (тройная комбинированная терапия) у людей, ранее получавших терапию производными сульфонилмочевины и метформином без достижения контроля гликемии;— в составе тройной комбинированной терапии с инсулином у людей, ранее получавших инсулинотерапию в стабильной дозе и метфоpмин без достижения контроля гликемии;— в качестве начальной теhапии у людей с сахарным диабетом 2 типа при недостаточной эффективности диетотеpапии, физических упражнений и необходимости улучшения контроля гликемии.У меня - 2-й тип диабета - то есть приобретенный.В свое время мне пришлось пройти судебные разбирательства и было очень много стрессовых ситуаций, которые и вызвали сахарный диабет.При обследовании эндокринологом в местной и Краснодарской (!!!) больнице мне постановили - ИНСУЛИН. Все, это как приговор.Кто ""сидит"" на нем - знает, что всякое лечение после него невозможно и безрезультатно.Но с инсулином я не спешила. То, что я была расстроена - значит не сказать ничего. В 2012 г. я ездила в г. Сыктывкар, и моя подруга пообещала свести меня с хорошей своей знакомой - эндокринологом.В результате обследования, сдачи крови на массу анализов, врач мне посоветовала альтернативу - препарат Галвус Мет. Стала принимать дозировку 50+500. ДО СИХ ПОР БЕЗ ИНСУЛИНА !!!Кстати, приставочка ""Мет"" - это компонент, который не дает полнеть.У кого возникнут вопросы - задавайте, обязательно отвечу, эта не та тема, которую можно пройти стороной.","галвус","0"
"Гипогликемический препарат Novartis ""Галвус Мет""","Принимаю Галвус мет с 2013г., был прописан эндокринологом-диетологом, когда диагностировали сахарный диабет 2 типа (сахар был 11). Отличный препарат, реально помогает за год приема сахар стабилизировался на уровне 5,5, также за 2 месяца похудела на 8 кг. Рекомендую!","галвус","0"
"Вилдаглиптин (""Галвус"") – второй препарат группы ИДДП-4, зарегистрированный в РФ для лечения больных СД2,  поэтому опыт его применения в нашей стране достаточно длительный. ""Галвус"" зарекомендовал себя как эффективный и безопасный препарат, который хорошо переносится пациентами, не способствует набору веса, а также имеет невысокие риски в отношении гипогликемии. Данный препарат возможно применять при снижении почечной функции, что становится особенно актуальным в терапии пожилых пациентов с сахарным диабетом 2 типа. Результаты опубликованных доклинических и клинических исследований предполагают, что ингибиторы ДПП-4 (в том числе ""Галвус"") могут иметь потенциал для использования не только в качестве сахароснижающей, но и нефропротективной терапии.","Вилдаглиптин (""Галвус"") – второй препарат группы ИДДП-4, зарегистрированный в РФ для лечения больных СД2, поэтому опыт его применения в нашей стране достаточно длительный. ""Галвус"" зарекомендовал себя как эффективный и безопасный препарат, который хорошо переносится пациентами, не способствует набору веса, а также имеет невысокие риски в отношении гипогликемии. Данный препарат возможно применять при снижении почечной функции, что становится особенно актуальным в терапии пожилых пациентов с сахарным диабетом 2 типа. Результаты опубликованных доклинических и клинических исследований предполагают, что ингибиторы ДПП-4 (в том числе ""Галвус"") могут иметь потенциал для использования не только в качестве сахароснижающей, но и нефропротективной терапии.","галвус","0"
" Я месяц принимала ""Галвус"" + ""Метформин"". Самочувствие было не очень. Перестала принимать, стало лучше. Отдохну месяц и хочу еще раз попробовать. А результаты сахара хорошие при приеме этого лекарства."," Я месяц принимала ""Галвус"" + ""Метформин"". Самочувствие было не очень. Перестала принимать, стало лучше. Отдохну месяц и хочу еще раз попробовать. А результаты сахара хорошие при приеме этого лекарства.","галвус","0"
