"name","review"
"
          Антибиотик Амоксициллин  - отзыв        "," Доброго времени суток!Меня можно отнести к тем людям, которые очень боятся антибиотиков. Я не просто прочитала про неприятные последствия про них, а в полной мере почувствовала на себе их отрицательное воздействие на организм. Но не буду вдаваться в подробности, а просто напишу зачем и почему опять я принимала эти антибиотики.Уже 3 месяца кашель мучает меня и часто болит горло, которой я лечила ЭТИМ лекарством. Много всего уже перепринимала из лекарств, а кашель то уменьшится, то опять начинает душить, но совсем покидать меня не хочет. И рентген сделала, все чисто. Поехала в санаторий, там после процедур стало все отхаркиваться, горло очень сильно болит местный врач и сказала мне принимать антибиотики, она сама уже 2 месяца мучается и 2 курса антибиотиков уже приняла.Я подумала и решила, что лучше начать их пить, чем потом лечиться от осложнений. Самое главное, что я усвоила из прежнего приема антибиотиков, это то, что обязательно нужно принимать вместе с ними что-то для желудка, так как антибиотики убивают микрофлору желудка и он начинает болеть и могут быть разные последствия.Сама я принимаю Лактофильтрум и пью по пачке кефира в день. Амоксициллин -  это антибактериальное бактерицидное кислотоустойчивое средство широкого спектра действия из группы полусинтетическихпенициллинов.      
      
        
    УПАКОВКА    
      
        
    Когда проглатывала первый раз таблетку она прилипла к языку, я подавилась ей, поэтому лучше ее раскусить или поломать, но учтите, что она очень твердая, как бы зубы не поломались.Покупала в аптеке за 20 штук заплатила 45 рублей.Принимала по 1 три раза в сутки, получается через каждые 8 часов. Показания:Бактериальные инфекции, вызванные чувствительными возбудителями:инфекции дыхательных путей (бронхит, пневмония) и ЛОР-органов (синусит,фарингит,тонзиллит,острый средний отит,мочеполовой системы (пиелонефрит, пиелит, цистит, уретрит, гонорея, эндометрит, цервицит),абдоминальные инфекции (перитонит, холангит, холецистит),инфекции кожи и мягких тканей (рожа, импетиго, вторично инфицированные дерматозы),лептоспироз,листериоз, болезнь Лайма (боррелиоз),ЖКТ (дизентерия, сальмонеллез, сальмонеллезное носительство)менингит,эндокардит (профилактика),сепсис.     
      
        
    ЧТО ВНУТРИУ этого лекарства очень много побочек, наверно, как у любого другого антибиотика, сама я специально не читала, чтоб не надумать их себе, но на второй день стало ломить ноги, а на третий день все тело крутило, мышцы болели и кости ломило, еще очень сильно болела голова.Я решила принимать не по 3 в день, а по 2,тогда все боли прекратились, только подташнивало иногда.Противопоказания:Гиперчувствительность (в т.ч. к др. пенициллинам, цефалоспоринам, карбапенемам). C осторожностью.  Поливалентная гиперчувствительность к ксенобиотикам, инфекционный мононуклеоз, заболевания ЖКТ в анамнезе (особенно колит, связанный с применением антибиотиков), почечная недостаточность, беременность, период лактации.     
      
        
    СЗАДИ Побочные действия:Аллергические реакции: возможны крапивница, гиперемия кожи, эритематозные высыпания, ангионевротический отек, ринит, конъюнктивит;редко - лихорадка, артралгия, эозинофилия, эксфолиативный дерматит, мультиформная экссудативная эритема (в т.ч. синдром Стивенса-Джонсона); реакции, сходные с сывороточной болезнью;в единичных случаях - анафилактический шок.Со стороны пищеварительной системы: дисбактериоз, изменение вкуса, рвота, тошнота, диарея, стоматит, глоссит, умеренное повышение активности ""печеночных"" трансаминаз, редко - псевдомембранозный энтероколит,Со стороны нервной системы: возбуждение, тревожность, бессонница, атаксия, спутанность сознания, изменение поведения, депрессия, периферическая невропатия, головная боль, головокружение, эпилептические реакции.Лабораторные показатели: лейкопения, нейтропения, тромбоцитопеническая пурпура, анемия.Прочие: затрудненное дыхание, тахикардия, интерстициальный нефрит, кандидамикоз влагалища, суперинфекция (особенно у пациентов с хроническими заболеваниями или пониженной резистентностью организма).Передозировка. Симптомы: тошнота, рвота, диарея, нарушение водно-электролитного баланса (как следствие рвоты и диареи).Лечение: промывание желудка, активированный уголь, солевые слабительные, ЛС для поддержания водно-электролитного баланса; гемодиализ.     
      
        
    В РУКЕ В итоге  кашлять стала меньше, перестало отхаркиваться, но совсем кашель не прошел, буду дальше лечится, а горла перестало болеть.Благодарю за внимание!Здоровья Вам и вашим близким!  Читайте, кому интересно, другие мои отзывы про лекарства которые я принимала: Меновазин --- Обезболивающее при болях в пояснице, в шее и даже во время беременности---Успокоительное средство ""Ново-Пассит"" ---Если видно блеск в моих глазах,значит тараканы в моей голове что-то празднуют---Витамины Кальцемин ---Сохранили зубы во время беременности и после---Контрактубекс средство стимулирующие регенерацию ---Помощь от рубцов после родов---Противогрибковое средство Экзодерил---Лечились всей семьёй, но от разных болячек---Средство для лечения желудочно-кишечного тракта Боботик---Крики сразу прекратились, но я его заменила на другоеПластырь Нанопласт Форте---Мне помог в трех случаях...Иммуномоделирующее средство. Вобэнзим--- На вопрос будут ли у меня дети, ответили это большой вопрос, давайте вылечим то что болит, а там посмотрим...Хофитол Желчегонное средство растительного происхождения---Желтушка сказали дома, а в роддоме сказали все в порядке...    
      
        
    НА УПАКОВКЕ СБОКУ    
      
        
    С ДРУГОГО БОКА сообщить о нарушении
        "
"
          Антибиотик ОАО ""Синтез"" Цефтриаксон - отзыв        "," Моей дочери 6 лет. Поставили диагноз ларингит и нос вообще не дышал. Принимали антибиотики почти больше недели эффект от этого был нулевой. Как ребенок не спал ночами от сильного кашля так и нечего не изменилось. Посадили в итоге всю поджелудочную начался понос а потом вообще рвота. Доктор прописала уколы ЦЕФТРИАКСОНА 2 раза в день. Мы наконец то увидели просвет. Делаем уколы 3 день. Да уколы делать больно, но карандаши не грызем. Потерпеть можно. Стул естественно разжижало, но ходит раз максимум 2 раза в день. Даю параллельно ЛИНЕКС. Кашель стал давольно редким, нос хоть опять начинает дышать. АНТИБИОТИКИ КОНЕЧНО ШТУКА ПРОТИВНАЯ, НО ЕСЛИ МНЕ ТЕПЕРЬ ДЕЛАТЬ ВЫБОР. Я ЛУЧШЕ ПРОКОЛЮ РЕБЕНКА И ПОСТАВЛЮ В ТЕЧЕНИИ НЕДЕЛИ ЕГО НА НОГИ, ЧЕМ БУДУ ТРАВИТЬ ТАБЛЕТКАМИ, А ЭФФЕКТА НИ КАКОГО. Но это конечно когда действительно крайней случай, а не простой насморк. Выбор за вами!  сообщить о нарушении
        "
"
          Антибиотик Lek Амоксиклав - отзыв        "," Всем привет. Сегодня мой отзыв будет посвящён антибиотику Амоксиклав, знакома я с ним уже много лет и хочу поделиться с Вами историей моих применений.                                               Применение при беременности.      К сожалению во время беременности моя иммунная система была в упадке и я постоянно болела , как правило лечение сводилось к приему гомеопатии ( оциллококцинум, гриппферон , виферон и т.д) Но на 2 триместре беременности я сильно простыла и заработала сильный кашель и хрипы в лёгких , диагноз точно поставить было сложно, потому что флюорографию беременным не делают . Врач сказал, что бронхит или пневмония. В любом случае без антибиотиков не обойтись.  Я посоветовалась с братом, он у меня врач, и мы решили сначала сдать посев мокроты на чувствительность к антибиотикам и только потом выбрать препарат. Анализ показал наличие Стрептококк зеленящий (Streptococcus viridans)  и чувствительность только к амоксициллин+ клавулановая кислота, именно в таком сочетании.Поэтому препарат Амоксиклав был выбран не случайно , он разрешён для применения во время беременности. В аптеке я купила вот такую вот коробочку , за годы дизайн не поменялся. Цена сейчас 439,90 руб.    
      
        
     Препарат нужно было пить по 1 таблетке 2 раза в день , в течении недели. Сами таблетки упакованы в стеклянную баночку, они достаточно большого размера , но трудностей с проглатыванием у меня не возникло. Кстати в баночке так же присутствуют 2 несъедобные таблетки , зачем они нужны мне не очень понятно.      
      
        
     Уже через несколько дней мне стало гораздо легче дышать и температура спала. На 5 день кашель почти прошёл , но я как и положено допила курс до конца. Приём Амоксиклава никаких пороков развития у моего малыша не вызвал . Во время родов воды были мутные, но врачи сказали что это не от антибиотиков , а от перенесённых заболеваний. Подробно о родах тут.                                                                                     Применение когда он меня выручает и когда нет.У Амоксиклава широкий спектр применения , не инструкция а простыня какая -то           
      
        
           Подробно тут: Инфекции, вызванные чувствительными штаммами микроорганизмов:верхних отделов дыхательных путей и лор-органов (в т.ч. острый и хронический синусит, острый и хронический средний отит, заглоточный абсцесс, тонзиллит, фарингит);нижних отделов дыхательных путей (в т.ч. острый бронхит с бактериальной суперинфекцией, хронический бронхит, пневмония);мочевыводящих путей (например цистит, уретрит, пиелонефрит);в гинекологии;кожи и мягких тканей, включая укусы человека и животных;костной и соединительной ткани;желчных путей (холецистит, холангит);одонтогенные.Лично мне он помог при : бронхите , трахеите, тонзиллите ( ангине) , ларингите.  Этот проверенный антибиотик уже не первый год выручает меня при заболеваниях дыхательных путей. У меня хронический цистит и пиелонефрит при лечении этого недуга амоксиклав мне не помогает, посев мочи показал, что эту заразу нужно лечить цефалоспаринами. Но это только мой опыт у Вас всё может быть по другому.                                                                                                                    Побочные действия: У этого антибиотика как и у многих других целый список побочных действий : Со стороны пищеварительной системы: потеря аппетита, тошнота, рвота, диарея, боли в животе, гастрит, стоматит, глоссит, черный «волосатый» язык, потемнение зубной эмали, геморрагический колит (также может развиться после терапии), энтероколит, псевдомембранозный колит, нарушение функции печени, повышение активности АЛТ, АСТ, ЩФи/или уровня билирубина в плазме крови, печеночная недостаточность (чаще у пожилых, мужчин, при длительной терапии), холестатическая желтуха, гепатит.Аллергические реакции: зуд, крапивница, эритематозные высыпания, мультиформная экссудативная эритема, ангионевротический отек, анафилактический шок, аллергический васкулит, эксфолиативный дерматит, синдром Стивенса-Джонсона, острый генерализованный экзантематозный пустулез, синдром, сходный с сывороточной болезнью, токсический эпидермальный некролиз.Со стороны системы кроветворения и лимфатической системы: обратимая лейкопения (включая нейтропению), тромбоцитопения, гемолитическая анемия, обратимое увеличение ПВ (при совместном применении с антикоагулянтами), обратимое увеличение времени кровотечения, эозинофилия, панцитопения, тромбоцитоз, агранулоцитоз.Со стороны ЦНС: головокружение, головная боль, судороги (могут проявляться у пациентов с нарушением функции почек при приеме высоких доз препарата).Со стороны мочевыделительной системы: интерстициальный нефрит, кристаллурия, гематурия.Прочие: кандидоз и другие виды суперинфекции.С чем столкнулась я,  разумеется это молочница куда же без неё , и конечно диарея.  Первый раз разумеется это было неожиданно и не приятно, но всё благополучно вылечила, молочницу  Пимафуцином , а  диарею Лактафильтрумом.  Что бы избежать побочки теперь я сразу с любыми антибиотиками покупаю Флюкостат и Линекс. И больше никаких мучений.  Подводя итог хочу сказать что хотя Амоксиклав далеко не идеальный препарат, но всё же пока действенный . Пускай он и не является для меня панацеей от все болезней. Однозначно не стоит заниматься самолечением и антибиотики должны подбираться врачом , при этом желательно перед назначением сделать посев, чтобы точно знать что и чем лечить. Всем здоровья , надеюсь была полезной.________________________________________________________________________________________Другие мои отзывы : Зинерит ( антибиотики от прыщей) Лактафильтрум спасение от поносаРоды (в этот миг время словно замирает....) сообщить о нарушении
        "
"
          Антибиотик ОАО ""Татхимфармпрепараты"" Тетрациклиновая мазь глазная 1% - отзыв        "," Так как я носитель контактных линз, периодически у меня появляется коньюктивит. Когда он появился в первый раз, я еще не знала, что это и ходила с ним дня 4. Мне посоветовали тетрациклин. Перед сном я помыла руки, выдавила из тюбика нужное количество, оттянула нижнее веко немного и другой рукой положила под веко мазь. Думала, это принесет какой-то дискомфорт или мазь будет щипать, ничего подобного. Мазь даже приятна для глаза. Я мажу как здоровый, так и пораженный конъюнктивитом глаз. Правда, мазь затуманивает глаз и частично ничего не видно. Но в целом, когда спишь, видеть-то особо и не надо. Уже буквально на следующее утро покраснение спало, глаз себя очень комфортно ощущал. Я мазала 2-3 дня на ночь, за это время полностью коньюктивит прошел. А вообще, закладывать за веко пораженного глаза мазь можно до 4 раз в сутки.    
      
        
        
      
        
     сообщить о нарушении
        "
"
          Антибиотик Lek Амоксиклав - отзыв        "," Здравствуйте. Мне назначил этот препарат маммолог, практически самую большую дозировку - 725мг (500 антибиотика +125 клавуановой кислоты). Причина - воспаление кист в молочных железах. Диагноз - мастит. Очень неприятная штука, боли ужасные, температура.. никому не пожелаю.Курс был на 7 дней по 2 таблетки = 14 таблеток. В одной баночке 15 таблеток. По незнанию купила 2 штуки, а цена за одну примерно 400 рублей, не помню точно. Одна баночка лежит закрытая, не знаю, пригодится ли...)    
      
        
    Что нужно знать о нём? Во-первых, это антибиотик широкого спектра действий, т.е. воздействует на все воспалительные процессы в организме. У таких антибиотиков есть очень плохие побочные эффекты, самые частые из которых тошнота и диарея (дисбактериоз). Будьте внимательны при приёме.Но к счастью на время приёма Амоксиклава побочки обошли стороной, и за это я уважаю данный препарат. Единственное, что изменилось - упал уровень гемоглобина в крови где-то на 10. Совсем не критично, у меня всё равно железодефицитная анемия. Выражается падение гемоглобина в бледности и головокружении.    
      
        
    СоставПродаётся в картонной коробочке. Инструкция не сохранилась, но коротко о показаниях:— инфекции верхних отделов дыхательных путей и ЛОР-органов (в т.ч. острый и хронический синусит, острый и хронический средний отит, абсцесс молочной железы, заглоточный абсцесс, тонзиллит, фарингит);— инфекции нижних отделов дыхательных путей (в т.ч. острый бронхит с бактериальной суперинфекцией, хронический бронхит, пневмония);— инфекции мочевыводящих путей;— гинекологические инфекции (в т.ч. гонорея);— инфекции кожи и мягких тканей, включая укусы человека и животных;— инфекции костной и соединительной ткани;— инфекции желчных путей (холецистит, холангит);— одонтогенные инфекции (в т.ч. периодонтит).Противопоказания:— указание в анамнезе на холестатическую желтуху или на нарушения функции печени, вызванные приемом амоксициллина/клавулановой кислоты;— инфекционный мононуклеоз;— лимфолейкоз;— повышенная чувствительность к антибиотикам группы пенициллинов, цефалоспоринов и другим бета-лактамным антибиотикам (в анамнезе);— повышенная чувствительность к амоксициллину или клавулановой кислоте.С осторожностью:Псевдомембранозный колит в анамнезе, при печеночной недостаточности, тяжелых нарушениях функции почек, а также в период лактации.При лечении Амоксиклавом рекомендуется употреблять значительное количество жидкости.(цитаты с известного сайта)Из побочек у меня временами кружилась и болела голова, была жажда.В отзывах о препарате также пишут с осторожностью принимать гипертоникам из-за наличия клавулановой кислоты и аллергикам, т.к. препарат может вызывать сыпь.Есть схожий по активному веществу препарат - Амоксициллин. Разница между ним и Амоксиклавом в наличии в составе клавулановой кислоты. Препарат отпускается по рецепту. Не рекомендую прописывать его себе самим! Также хочу добавить, что совместно с антибиотиком необходимо принимать пробиотики для кишечника чтобы не возникало неприятностей.) Поскольку я часто простужалась до мастита, врач прописал пить одновременно с Амоксиклавом Вобэнзим, Эубикор и Хофитол (чтобы не тошнило). К слову, Вобэнзим - иммуномодулятор. Я не знаю как сильно он помог, но пару месяцев после курса я не болела      
      
        
     Рекомендую к приёму этот препарат, но принимайте его с умом и осторожностью. Антибиотики сильно подшатывают свой собственный иммунитет, старайтесь нечасто к ним прибегать.И конечно же болейте! сообщить о нарушении
        "
"
          Антибиотик Pliva Quality Сумамед (Азитромицин) порошок для приготовления суспензии - отзыв        "," Привет!Несколько дней  мы  боролись с высокой температурой у ребенка, но ничего не помогало.Пользовались жаропонижающими,но через 5 часов температура была опять 39! Никаких других симптомов не было кроме как красного горлышка.И ещё были подозрения что это все происходит на фоне прорезывания зубов.Когда на 4 день картина не прояснилась а оставалась прежней, врач прописала нам Суммамед. Сколько я переживала из за этого, давать или не давать а может ещё обойдется.?но родственники настояли! Решили дать.    
      
        
    В первый же день на ночь температуру ещё пришлось сбивать, но на второй она уже не поднималась свыше 37, 5 а на третий её уже нет!Ребенку наконец то стало легче, она играется веселая и радостная.Чтобы избежать проблем с кишечником пьем БАДы Сибирское здоровье.(отзыв будет позже) пока всё тьфу тьфу нормально.Итак сам препарат покупается в виде порошка, потом разводится водой и вот получается такая суспензия липкая и сладкая.Кстати ребенок не особо с радостью её пил хотя она и вкусненькая.Самое главное что давать всего один раз в день!Через два часа после еды или за час до.Хранится это все 5 дней после чего выкидывается.Но у нас маленький флакончик так что выбросить остатки которых мало не жалко.Да и стоит он не так дорого.    
      
        
    Очень много побочек, там в инструкции прямо перечисления на пол страницы....Но тут не приходится выбирать потому что когда ты видишь что ребенку плохо сделаешь все чтобы помочь..Да и температура 39 это не лучше чем эти побочки тоже может какие нибудь осложнения дать.Ни в коем случае не назначайте такие лекарства себе и своим детям сами. Только по рецепту!Будьте здоровы! сообщить о нарушении
        "
"
          Противомикробные средства  Тержинан - отзыв        "," По рекомендации врача после метроэндометрита а затем экстирпации матки с трубами и дренирования мне были прописаны свечи Тержинан на 7 дней.В аптеке они стоили 535 руб.Открыв упаковку дома я подумала что купила не то, ведь это не те обычные свечи как в большинстве медикаментов для решения гинекологических проблем. Интернет дал понять что свечи это и есть таблетки Тержинан.    
      
        
        
      
        
    Твердые,плоские с продолговатой формой таблетки удивили меня, но когда-то меня так же удивил своей формой ПОЛИЖИНАКСФармакологическое действиеТержинан — это препарат из группы комбинированных противомикробных, противогрибковых и антисептических лекарственных средств, применяемых в гинекологической практике.Физиологическое действие и фармакологические свойства препарата обусловлены активностью входящих в его состав активных компонентов. На фоне лечения Тержинаном отмечаются выраженный:трихомонацидный;антибактриальный;противогрибковый;противовоспалительный эффекты.Показания к применениюПоказаниями к применению вагинальных таблеток являются сопровождающиеся воспалительным процессами инфекционные заболевания женских наружных половых органов, вызванные попаданием и активной жизнедеятельностью во влагалище чувствительных к Тержинану патогенных микроорганизмов.Врач разрешил использование при послеоперационных выделениях и при сухой слизистой.По инструкции таблетку нужно подержать в воде 20-30 сек перед введением, Оказалось это неудобно, но что поделать.После введения растворялась она долго, 2 часа точно, терпимо пекло.Следующую я хорошо отмывала в теплой воде смывая верхний слой, после она быстро растворилась, но тоже пекла. Последующие таблетки не вызвали каких либо ощущений.Мне от этих свечей требовался противовоспалительный эффект и восстановление микрофлоры, препарат справился на все 100 % Рекомендую! сообщить о нарушении
        "
"
          Антибиотик Lek Амоксиклав - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
        

 Я вообще отношусь к антибиотикам презрительно и с опаской. Всегда, когда приходила к врачам с обычным форенгитом и мне прописывали рецепт с дорогостоящими препаратами (не для кого ни секрет, что сотрудничают с аптеками) и антибиотиками, я выходила за дверь кабинета и тут же бросала рецепт в мусорное ведро.Хочу сказать, что баночка с таким названием появлялась в нашей аптечке ни один раз: муж, когда болеет, всегда все по рецепту покупает, но при этом пьет только антибиотик (без Линекса, хотя его тоже покупает) и идет на поправку, побочных эффектов нет. Мама моя почти месяц ходила с насморком - пропила курс антибиотика (тоже без Линекса!) и все прошло. Зато у меня - нет!  Мне этот антибиотик явно не подходит. Однажды заболела непонятно чем - воспалился вроде лимфоузел, с ним и пришла к врачу. Мне прописали Амоксиклав (3 таблетки в день, через каждые 8 часов после еды, прям заводила будильник, вставала и ела ночью) и для микрофлоры - Бифиформ. Очень бы не хотела его пропивать, но мне сказали, что по-другому не справиться. Также, я дала знать врачу, что кормящая мать, но мне сказали - такой антибиотик можно при грудном вскармливании. Диагноз мне поставили тонзиллит, то бишь банальная ангина, но при этом у меня не было температуры, у меня СОВСЕМ не болело горло, зато ужасно воспалилась и отекла вся шея, лицо стало круглое, есть не могла почти. Потом поднялась температура и день держалась 37.5-38 - ничего страшного, справилась бы сама, но думаю тут антибиотик помог. А может и нет. Я вообще не уверена, что он как-то способствовал уменьшению отека шеи! Говоря начистоту, я не уверена, что диагноз ""тонзиллит"" был верным. Когда мой дедушка болел ангинами (часто), я помню, что он съедал лимон и за 2 дня излечивался. Хотела поступить также, но это воспаление в области шеи ужасно болеть начало, стоило мне только надкусить дольку лимона - это и натолкнуло меня на мысль, что это не ангина, не лимфоузлы. Я в детстве ей болела один раз, совсем не так эта болезнь протекает.  Подозревая у себя паротит (в детстве не болела, а в нашей ЦРБ такой диагноз запрещен, кстати), а от него нет лекарств - есть комплекс мер, я просто выполняла незамысловатые издержки питания и гигиены - все прошло. Но мне так хотелось выздороветь поначалу, что я почти бессознательно пила этот антибиотик. Лишь бы стало лучше. Пила его даже не 5-7 дней, как прописывали, а 4. Потому что на 3 день у меня появилась диарея. У ребенка моего (старше года) - тоже. Еще через пару дней появился анальный зуд. Больше недели не прекращался жидкий стул, зуд усиливался.  Ни в коем случае больше не буду принимать этот антибиотик, испортил флору, вызвал дисбактериоз и грибок - ОДНО ЛЕЧИМ, ДРУГОЕ КАЛЕЧИМ.  Такого мне не надо. Не знаю, может есть антибиотики хуже, я принимала антибиотик первый раз в жизни и очень пожалела, что изменила своему принципу лечиться без них!  сообщить о нарушении
        "
"
          Антибиотик Servier Биопарокс. ВНИМАНИЕ! В связи с летальными случаями разрешение на применение спрея ""Биопарокс"" отозвано, а его продажа запрещена. Пациентам рекомендуется не применять данное средство - отзыв        "," Биопарокс - это спрей - местный антибиотик. Подходит для горла и носа (есть разные насадки).Любят назначать врачи в период осложнений у простуды (гайморит, ангина). Не смысла и не нужно применять при начальном насморке или если легкое покраснение горла. Всё же это антибиотик.Способ применения:Орошать нос или горло нажатием.Распыляется очень мелко, почти в пар, имеет противный вкус и запах.Лично я пользоваться им не смогла - выкашливалась, скребло и дерло горло, огромное желание прополаскивать горло после применения.ДЕТЯМ тоже сложно добровольно побрызгать - не нравится видимо вкус, но я и не настаиваю, т.к. у самой ощущения, что после применения становится только хуже.При этом очень дорогой препарат, но эффекта я на себе не обнаружила. сообщить о нарушении
        "
"
          Антибиотик ОАО ""Татхимфармпрепараты"" Тетрациклиновая мазь глазная 1% - отзыв        "," Доброго дня всем читателям!О том, что за глазами нужно тщательно следить, не прикасаться к ним грязными руками знает, пожалуй, каждый. Несмотря на это, инфекция всё-же находит способ попасть в зрительный орган и поставить человека в неловкое положение. Чтобы не прийти с утра на работу/учебу с ""оплывшим"" и ""опухшим"" глазом от ячменя, я спасаюсь замечательной мазью под названием ""Тетрациклин"". Вот честно, готова ему петь оды  настолько он своевременный и нужный помощник!Купить лекарственное средство можно в любой аптеке за бюджетную стоимость.Итак, рассмотрим поподробнее внешний вид мази.    
      
        
    Как видим производитель сделал дизайн простым и лаконичным, ничего лишнего. Тут же виднеется некоторая информация относительно мази. Во-первых, процент активного вещества 1%, масса в 10 грамм, стерильно. Сам производитель - ОАО ""Татхимфармпрепараты"".    
      
        
    Сама мазь имеет запах, отнюдь не приятный. Консистенция не жидкая, достаточно маслянистая с характерным желтым цветом.    
      
        
    Хочется отметить экономичность средства. Я покупала его давно, даже инструкция где-то потерялась. А вот сама мазь до сих пор хранится уже год, или даже больше.Очень понравился ""носик"" мази. Он делает ее удобной в применении и нанесении.    
      
        
    Являясь лекарственным средством, Тетрациклин имеет свои противопоказания. Советую ознакомиться с этим пунктом.ПротивопоказанияГиперчувствительность, почечная недостаточность, лейкопения, беременность, кормление грудью, детский возраст до 8 лет (у детей до 8 лет тетрациклин может вызывать долговременное изменение цвета зубов, гипоплазию эмали, замедление продольного роста костей скелета)Теперь, пожалуй, перейду к описанию своих впечатлений.Итак, очень часто и совершенно неожиданно у меня появляется припухлость в области верхнего или нижнего века (или признак ячменя).Ячмень — это гнойное воспаление волосяного мешочка ресницы, а также воспаление находящейся вблизи луковицы сальной железы. То, что у Вас появился ячмень на глазу, говорит об ослабевшем иммунитете.На первой стадии болезни я сразу же наношу средство, не тяну до последнего(хотя и такое иногда бывает). Но лучше конечно же так: почувствовал недомогание на глазу - сразу мажь мазью. Делаю эту процедуру на ночь, чтобы средство хорошенько помогло. И с утра я уже как огурчик, ни следа не остается!Прилагаю фотографии, сделанные вечером и с утра. Извиняюсь за качество второго фото, пришлось увеличить, поэтому размыто. Зато прекрасно виден эффект!    
      
        
    Повторюсь, что средство помогло НЕ на запущенной стадии! Если у вас более серьезная проблема, время на лечение может понадобиться гораздо больше!Как мне известно, мазь также хорошо помогает от конъюнктивита и других глазных инфекций.Мазь глазная: бактериальные глазные инфекции — блефарит, блефароконъюнктивит, кератит, кератоконъюнктивит, мейбомит, трахома, поражение глаз при розовых угрях.А также при угрях и прыщах. Этот пункт я как-то раз опробовала, но эффекта не почувствовала.Мазь для наружного применения: обыкновенные угри, бактериальные инфекции кожи.Как итог: Тетрациклин рекомендую к покупке!Желаю, чтобы Ваши глаза никогда не болели, но только сияли от счастья и радости  сообщить о нарушении
        "
