"name","review","type"
"Препарат Тафен Назаль","
        Добрый день, отзовики!Меня мучает аллергия с 16 лет, начинаю чихать, воспаляются и зудят глаза, одолевает ринит. Обычно все это начинается по весне, когда начинает цвести береза. Свою лепту в мое состояние вносит и пыль. Спасают как обычно антигистаминные таблетки. Но беременность внесла в мою жизнь необычайное разнообразие.Первую беременность ничего не принимала от аллергии, так как думала, что нельзя. Во вторую беременность аллергия меня просто одолела. Терапевт посоветовала попробовать спрей назальный Назонекс. Но и с ним легче не было, при том, что цена у него не маленькая. Да и пользоваться им было страшно.Так и продолжались мои мучения, пока не записалась к аллергологу, который меня уверил, что в небольших количествах можно применять спреи. Последним аргументом стало упоминание о женщинах страдающих астмой и при этом вынашивающих деток. Им просто необходимо пользоваться антигистаминными препаратами. И вот итогом приема у врача стала покупка спрея назального Тафен Назаль.Небольшой пузырек на 200 доз.К нему длиннющая инструкция, содержащая всю необходимую информацию.Указан состав препарата.Фармакологические свойства.Показания к применению: помимо аллергических ринитов можно использовать при вазомоторных ринитах (хронических) и носовых полипах.В противопоказаниях: чувствительность к препарату, туберкулез легких, детский возраст до 6 лет и период лактации. Отдельным пунктом применение при беременности и в период лактации. При кормлении грудью лучше отказаться от спрея. Вот тут-то аллергия снова до меня добралась.Во время беременности я применяла меньше, чем указано в инструкции. Мне хватало 1 дозы в день в каждый носовой вход.Следует внимательно прочесть о побочных действиях.Продолжение побочных действий.Особые указания.Препарат не влияет на способность управлять транспортными средствами и заниматься другой деятельностью, требующей внимательности.Применение препарата показано в картинках.Необходимо проводить чистку насадки и колпачка, желательно после каждого применения.В целом препарат хороший, мне помог. Хотя я и использовала меньше чем указано в инструкции. Интересные ощущения, чувствительность, как мне показалось, снижается. Перед применением необходимо проконсультироваться с лечащим врачом. И самим внимательно прочитать инструкцию, уделяя внимание пунктам:Противопоказания, С осторожностью, Побочные действия, Дозировка.Желаю всем здоровья!
        
            Время использования: несколько месяцев
        
        
                
            Стоимость: 350 руб.
        
        
        Год выпуска/покупки: 2014Общее впечатление: Хороший спрей, есть эффект
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Этот назальный спрей мне выписал врач, когда у меня началась жуткая, сезонная аллергия. Нос практически не дышал. А все сосудосуживающие капли, приносили лишь временное облегчение. Таблетки особо не помогают. Они снимают лишь слезотечение и немного убирают зуд. И вот я купила этот спрей. Сразу появился первый минус цена-практически 500 руб, не мало. Флакон не большой. Удобный распылитель-дозированный. При закапывании ощущается его сладковатый вкус-приятно! Естественно в первые секунды после закапывания-слегка пощипывает в носу. Но уже после первого применения, почувствовалось облегчение. А к концу второго дня использования нос задышал, зуд ушел. Тафен Назаль очень хорошо снимает аллергию. Всем кто, особенно в летний период мучается заложенностью, зудом, насморком, этот спрей буквально за пару дней снимает все симптомы.
        Общее впечатление: Отлично помогает от аллергического насморка!
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Аллергия на цветение растений у меня с детства, но последние 2 года летом совсем беда...Нос не дышал совсем (насморка не было, просто сильно закладывало круглосуточно, невозможно было даже небольшой вдох сделать). По ночам начался сильный кашель - просыпалась и не могла уснуть из-за него по 2-3 часа. Я долго капала нос Нафтизином, что бы хоть как-то дышал, без него уже не могла. И вот на работе девушка с такой же проблемой подсказала капли Тафен.Я купила, прочитала инструкцию - нужно делать по 2 пшика утром и вечером, когда через 7-10 дней станет полегче, сократить дозу до одного пшика.Для меня было главным то, что можно было продолжать капать нафтизин вместе с этим препаратом. И случилось чудо - дней через 5 я встала утром и мне не нужен был нафтизин! Нос плохо, но начинал дышать сам. Через 10 дней применения я уже дышала сама. Кстати, кашель прошел дня через 3 и я спала спокойно.Это был август, прокапала я Тафен целый месяц. Под конец снижала дозировку и пшикала его только утром.Препарат гормональный, как и все хорошие препараты, которые назначают при сильной аллергии. Но гормонов в нем очень мало, всасываются они только местно и препарат хорошо выводится из организма. Перед применением все же следует обратиться к специалисту.Главное не переставать капать как станет легче, т. к. капли имеют накопительный эффект, поэтому и действовать начинают не сразу - о чем и предупреждают в инструкции.После них я сдавала анализ на гормоны - все в порядке!Этими каплями я пользовалась прошлым летом и они действительно лечат. Сейчас прошел уже первый месяц лета и мне помогают просто таблетки Лордестин. Нос дышит до сих пор - капли восстановили слизистую носа после долгого применения сосудосуживающих.
        Год выпуска/покупки: 2014Общее впечатление: Сильно средство - после него нос задышит. Осторожно - гормональное
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Традиционно как и у многих мучилась постоянным насморком, и на протяжении последнего года не жила без сосудосуживающих капель. Ждала и надеялась, может само пройдет, а нет... он все не проходил, вот и обратилась к знающему специалисту. Врач назначил Тафен в совокупности с другими препаратами, и могу сразу сказать что я была в восторге от его действия, так как за первые сутки я ни разу не воспользовалась сосудосуживающими препаратами. Цена на данные капли весьма высока, от 380 р, но их вы купите единожды и они вам помогут, а сосудосуживающие я покупала постоянно, цена на которые тоже весьма не маленькая. При впрыскивании в нос появляется пощипывающий эффект, который довольно быстро проходит. Сочетать данные капли лучше в паре с любыми другими морскими водами по типу аква-лор или квикс. 
        
            Время использования: 1 нед
        
        
        
        Год выпуска/покупки: 2015Общее впечатление: Отличное средство.
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        У меня было все на самом деле банально, наверное как и у большинства людей, кто сталкивался с зависимостью от капель. Только капли у всех разные. У кого-то это Ксилен, у кого-то Нафтизин, у кого-то Риностоп и тд. Но все они по сути из одной группы и очень похожи между собой. А главное - они сосудосужающие. И при зависимости от таких капель сосуды перестают естественно сужаться, в следствии чего для нормального дыхания человеку приходится постоянно капать нос. Сначала достаточно 1-2 раз в день, а потом количество закапываний доходит до 5-8 раз в сутки. И даже ночью человек просыпается для того, чтоб закапать нос и спать спокойно дальше...Началось с Ксилена в 2008 году, и после какие только капли не капались, с весны 2009 года нос без капель отказывался дышать совсем. Беременность вообще еле отходила, капала множеством разных детских капель, чтоб хоть как-то дышать (по разрешению врача). Даже в оперблок шла с пузырьком капель...После родов нос стал дышать, но не на долго... Потом опять его заложило и снова приходилось закапывать, чтоб дышать... И вот я наконец-то решалась, надоело постоянно капать нос, иметь капли везде, в сумочке, в кармане, на работе, дома пару пузырьков, в кармашке коляски и тд. Надоело думать о том, чтоб капли не закончились в самый неподходящий момент, тратить кучу денег на эти самые капли, ощущение сухости в носу и тд... Дошло до того, что мне разом приходилось капать нос сразу тремя разными каплями, чтоб он нормально дышал... На них уходило в месяц от 500 руб до тысячи... Согласитесь, немаленькая сумма...И вот в очередной день у меня закончились капли, само собой нос я в тот день почти не капала. У меня закончился Виброцил, а без него Назол мне не особо помогал… Ксилен без Виброцила и Назола тоже не помогал (так же как и они без него). Нос весь крутило, вертело, я от этого чихала, состояние было плачевное (учитывая еще то, что мы с дочей тогда только с больницы выписались, я 5 суток почти не спала, в общем состояние было нестояния)… Ощущение как при начале болезни (простуда или ОРВИ).И тут я вспомнила про спрей Тафен Назаль. Про него мне когда-то, еще в беременность говорила врач-лор, но тогда я не рискнула с ним экспериментировать, т. к. не дышать без капель пару дней я не могла, сразу начинала психовать...Позвонила мужу и попросила купить мне вместо Виброцила Тафен. Вечером он привез капли Тафен (которые убирают зависимость от капель и восстанавливают слизистую носа), а так же уже были у меня таблетки Синупрет(они на травах). Сразу оговорюсь, Тафен не действует, как сосудосужающие капли. Он не откладывает нос, а восстанавливает слизистую и убирает постепенно зависимость от капель.Итак, я взялась вплотную за свой нос и возможность дышать без капель. Выпила Синупрет, закапала в 9 вечера Тафен. Ночь началась жутко, т. к. нос был заложен практически полностью, дышать могла только ртом, а для меня это смертеподобно, в горле все пересыхало, в общем ужас… Кое как заснула, поставив предварительно рядом в кроватью кружку воды. Пару раз порывалась закапать нос своими обычными каплями, но сдержалась. Желание дышать без капель было больше.С часу ночи стало полегче, закладывало только одну ноздрю, соответствующую боку, на котором лежу. Утром уже было попроще, закладывает в основном не обе ноздри, а поочередно, когда встаю, то обе начинали дышать. В общем результат меня уже радовал и сдаваться не хотелось. Видимо уже тогда мой мозг стал настраиваться на то, что совсем немного и он перестанет испытывать недостаток кислорода (когда нос закладывает).Очень надеялась, что действительно спустя 2-3 дня от начала «лечения» мой носик задышит сам без проблем, и Тафен было решено продолжать брызгать для восстановления слизистой 3 месяца, уменьшая его дозировку...День второй-третий:Ночь со первого на второй день прошла уже значительно легче первой. Конечно нос так же закладывало, но это уже переносилось полегче. Видимо все таки правильный настрой давал о себе знать. Плюс мне было жалко себя... да да да... Жалко себя, потому что денья уже отмучилась, и пути обратно тепреь не было... Второй такой подход я бы не выдержала. оставался один вариант - терпеть и идти к своей цели.Третий день моего, так сказать, эксперимента над собой под названием «Я смогу и буду дышать свободно, или продолжай мучиться с каплями в обнимку» прошел значительно легче первых двух... Было гораздо легче. Нос почти не закладывало в течении дня, ночь со второго на третий день ноже спала спокойно, иногда продолжало закладывать одну ноздрю... Ну так никто и не говорил, что я сразу же задышу нормально... На все нужно время, и главное терпение.Состояние мое уже было более чем хорошее, я довольна, иногда правда ощущалась сухоть в носу, но это не удивительно, слизистая ведь травмировалась 4 года, увлажняла ее иногда физ. раствором (очень хорошее средство, между прочим) и главное, что мысли о том, что могут закончиться капли, или взяла ли я их с собой, меня вообще теперь не посещали) Даже чуть было не забыла закапать свои лечебные капти (Тафен), для восстановления слизистой... В от так вот я уже на третий день отвыкла от капель, привычки капать нос уже не было, и я даже не думала о них...День четвертый и пятый... Финальная прямая.Как пролетели 4, дня я и не заметила... Особенно третий день... Врое казалось совсем недавно я и двух-трех часов не могла обходиться без капель, а сейчас уже мне не надо и вспоминать про них. Ну разве только что два раза в день про Тафен.Для тех, кто боится бросать это гиблое дело, скажу так: «Я живая и дышу носом спокойно, без всяких капель». Они перестали омрачать мою жизнь... Мой мозг перестал думать о них все время и я перестала судорожно искать, куда ж я последний раз их положила... Я занималась своими делами, доченькой, радовалась жизни и мне казалось, что весь прошлый кошмар был обычным сном...На пятый день вечером я поймала себя на мысли, что даже и не закладывало у меня нос за весь день ни разу, и ночь я спала отлично... Единственное конечно слизистая еще была сухая, но это дело времени, восстановливается потихонечку. Главное, что мой носик уже дышал абсолютно спокойно.И всего то потребовалось 5 дней, чтобы вздохнуть полной грудью, в прямом смысле этого слова. Грудью и носом. И ничего при этом не мешало. Больше я не переживаю о том, что капли закончились или я их дома забыла, не просыпаюсь ночью от заложенного носа. Жизнь прекрасна)Итак, добралась я наконец-то до финиша. И, к слову, не так то уж и долго пришлось до него идти. Результат, как говорится, не заставил себя ждать. Главное не отступить не пол пути. Иначе и результат потеряете, и веру в себя. И в следующий раз уже будет гораздо сложнее начать избавляться от ""капельной зависимости"", если решитесь на это повторно...Как показала практика (моя личная и других людей тоже) нужно иметь всего лишь желание избавиться от этой вредной привычки и чуточку терпения. И не надо бояться. Кроме вас самих тут вам никто не поможет. Или операция или самим приложить немного усилий (хотя мне это решение далось нелегко). Как вспомогательное средство нужен Тафен (плюс одновременно можно пить Синупрет).Возможно кому-то потребуется чуть больше времени, а кому-то наоборот чуть меньше. се зависит от того, как давно вы капаете нос и насколько повреждена ваша слизистая и сосуды. Мне потребовалось меньше недели и вот уже 2 года я дышу. Дышу, как все нормальные люди)П. С: Перед применением проконсультируйтесь с врачом, т. к. хоть Тафен и относится к гомеопатии, все же не стоит применять данные препараты абы как.
        
            Время использования: 6 дней
        
        
                
            Стоимость: 350 руб.
        
        
        Год выпуска/покупки: 2013Общее впечатление: 6 дней, чтобы начать дышать. Моя маленькая победа над собой!
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Спрей назальный ""Тафен Назаль"" мне назначил ЛОР. Сначала мне нужно было использовать его в паре со спреем Виброцил (1 или 2 недели), затем около месяца только Тафен Назаль. Вот так выглядит Тафен Назаль:К этому спрею прилагается огромная инструкция.Флакончик удобный, пользоваться им легко. Само средство белого цвета, оно не прозрачное.Когда я первый раз попробовала спрей, была неприятно удивлена, он очень сильно стал печь в носу, так, что даже слёзы на глаза навернулись. После применения спрея в горле ощущается сладкий привкус. Пришлось смириться с тем, что средство печёт в носу (выбора то не было, нужно было лечиться), за первую неделю использования я к нему привыкла и печь стало не так сильно, но всё равно неприятно. Пользовалась я ТафенНазалем чуть больше месяца (под контролем врача), в отличие от многих других, этот спрей не вызывает привыкания. Самое главное, что спрей помог! До него много чем лечилась, ничего не помогало (в том числе и физиопроцедуры), поэтому я очень довольна эффектом. Заметное облегчение наступило через неделю, а полное выздоровление через месяц.Друзьям рекомендую!
        
            Время использования: Месяц
        
        
                
            Стоимость: 350 руб.
        
        
        Год выпуска/покупки: 2016Общее впечатление: Эффективное лекарство.
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Добрый день друзья. Вот и я решила рассказать свою историю. Очень долго мучалась со своим носом, была простуда, и с того момента понеслось. Я где то около 4 месяцев сидела на всяких препаратах, которые помогают носу дышать, то были и детские и взрослые. Вообщем дошло до того, что я вообще не смогла уже обходиться без них, нос совсем перестал дышать. И тут меня знакомая напугала, что это может быть гайморит. Я собрала всю свою волю в кулак, и пошла сделала снимок, слава богу пронесло. Оказалась аллергический ринит. Выписали комплекс лекарств и тафен назаль. Я скажу это мое спасение. Сразу он не помогает, я так поняла он имеет накопительное действие. В итоге первые дни я еще пользовалась несколько раз другими каплями, и где то дня через два - вуаля - я впервые дышала сама. Очень хорошие капли, не смотря на столь пугающую их ценуОказалась аллергический ринит. Выписали комплекс лекарств и тафен назаль. Я скажу это мое спасение. Сразу он не помогает, я так поняла он имеет накопительное действие. В итоге первые дни я еще пользовалась несколько раз другими каплями, и где то дня через два - вуаля - я впервые дышала сама. Очень хорошие капли, не смотря на столь пугающую их цену
        
            Время использования: 2015
        
        
                
            Стоимость: 375 руб.
        
        
        Год выпуска/покупки: 2015Общее впечатление: Отличное средство
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        У меня хронический аллергический и вазомоторный ринит. Если аллергия нападает не так часто, то именно вазомоторный ринит доставляет мне много хлопот. У меня постоянно сухая слизистая и там образуются ""насохшиши"")), которые иной раз так хочется выколупать из носа (извините за откровенность, но пишу, как есть). Также в носу бывают язвочки. Если я переболела самой легкой простудой, то насморк не отходит от меня еще месяц. Гайморита у меня не обнаружили, после того, как на последнем приеме у лора я пожаловалась на забитый нос, периодические головные боли и сухость в носу. Он посоветовал вот этот препарат. Применять его надо сначала по два нажатия в каждый носовой проход два раза в сутки, потом одно нажатие два раза в день и потом уже два нажатия один раз утром. При применении никаких побочных эффектов у меня не возникло. Результат меня вполне удовлетворил: сухость в носу в разы уменьшилась, ранок больше не появлялось и дыхание стало посвободнее (но не до конца, так как у меня смещена перегородка). Противопоказаний у препарата немного: лактация, активная форма туберкулеза легких, возраст до 6 лет и чувствительность к будесониду (это основное действующее вещество). Сейчас я периодически пользуюсь этим средством при появлении симптомов аллергии или затрудненном дыхании. Вообщем, советовать препарат могу, но обязательно проконсультируйтесь с доктором!
        
            Время использования: три месяца
        
        
                
            Стоимость: 400 руб.
        
        
        Год выпуска/покупки: 2015Общее впечатление: Увлажняет слизистую, облегчает дыхание
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Здравствуйте! Тафен назаль единственный препарат, который помог мне справиться с зависимостью от капель! Давным давно сосудосужающие капли такого плана, как:нафтизин, ксилен, снуп, вызвали у меня привыкание, и жить без них я просто не могла! Слизистая Рома была в ужасном состоянии, и, помимо постоянной заложенности, появилось ещё и чихание! Что я только не пробовала, ничего не помогало! Посоветовали мне попробовать Тафен назаль, и счастью моему не было предела! В отличии от сосудосужающих, нос он не пробивает, поэтому первые дни приходилось терпеть заложенность, но день на третий, стало намного легче! Пользовалась им семь дней, и полностью излечилась, чихания прекратились, нос дышит, чувствую себя счастливым человеком!
        Год выпуска/покупки: 2015Общее впечатление: Помог избавиться от зависимости, которая длилась много лет!
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        10 лет каждый день и на ночь капала ксиленом, не могла без него дышать. Пробовала бросить сама, не получалось. Уснуть, не закапав на ночь ксиленом, было нереально. Заменила ксилен на тафен-назаль, брызгала в нос утром и на ночь. Одного пузырька тафен-назаля хватило, чтобы избавиться от зависимости. Когда он кончился, смогла свободно дышать без всяких капель. С тех пор все нормально, не капаю больше в нос ничего. Но все-таки лучше перед использованием тафен-назаль проконсультироваться с врачом. Мало ли что... В описании приводятся побочные эффекты. 
        Общее впечатление: Отлично помогает
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: ДА
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
"Препарат Тафен Назаль","
        Сын пару лет мучается с аденоидами. Разные врачи выписывают разные лекарства. Перепробовали и назонекс и тафен. Очень сильные лекарственные гормональные средства.В Тафене 200 доз, но мы даже половину не смогли использовать, ребенок просто орет после них. Очень сильное жжение. Жидкость белого цвета. Возможно и был бы эффект, если бы применяли по схеме врача, но не получается у нас, в первые дни еще можно удержать, а потом истерики, слезы, забитый нос полон соплей. Пришлось отказаться.Назонекс лучше, но заявленных доз там меньше, расход большой, эффекта мы не увидели, а цена огого какая около 900 рублей. Нашла я замену всему этому всего за 94 рубля. За год лечения у нас прошел храп! вот подробный отзыв Масло Туя
        Год выпуска/покупки: 2015Общее впечатление: нашла ему замену
                    
                        
                
                    Моя оценка:
                    
                Рекомендую друзьям: НЕТ
                Качество
                
                    
                
                
            
                Упаковка
                
                    
                
                
            
                Эффект
                
                    
                
                
            
                Безопасность
                
                    
                
                
            
                Доступность
                
                    
                
                
            Это полезный отзыв?
    ","тафен назаль"
